Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
TWI,"Titan International, Inc.",5.02,308112444.62,n/a,n/a,Basic Industries,Steel/Iron Ore
TITN,Titan Machinery Inc.,18.27,411685236.27,n/a,2007,Consumer Services,Other Specialty Stores
TMDI,Titan Medical Inc.,1.36,111771386.48,n/a,n/a,Health Care,Medical/Dental Instruments
TTNP,"Titan Pharmaceuticals, Inc.",0.17,1114991.41,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",18.43,896063761.78,n/a,n/a,Health Care,Misc Health and Biotechnology Services
TLSA,Tiziana Life Sciences plc,2.49,38856494.82,15605018,2018,Health Care,Major Pharmaceuticals
TJX,"TJX Companies, Inc. (The)",63.51,76152372556.83,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
TMUS,"T-Mobile US, Inc.",132.94,165003370001.44,n/a,n/a,Public Utilities,Telecommunications Equipment
TOL,"Toll Brothers, Inc.",47.35,5974765050,n/a,n/a,Capital Goods,Homebuilding
TOMZ,"TOMI Environmental Solutions, Inc.",4.89,81961353.57,n/a,n/a,Basic Industries,Major Chemicals
TMP,Tompkins Financial Corporation,63.61,949769370.13,n/a,n/a,Finance,Major Banks
TNXP,Tonix Pharmaceuticals Holding Corp.,0.6111,95689124.055,n/a,n/a,Health Care,Major Pharmaceuticals
TR,"Tootsie Roll Industries, Inc.",30.97,2055195400.62,n/a,n/a,Consumer Non-Durables,Specialty Foods
TOPS,TOP Ships Inc.,1.17,46603407.24,n/a,n/a,Transportation,Marine Transportation
BLD,TopBuild Corp.,174.23,5753848355.43,n/a,2015,Basic Industries,Engineering & Construction
TRCH,"Torchlight Energy Resources, Inc.",0.3834,38202418.0602,n/a,n/a,Energy,Oil & Gas Production
TRMD,TORM plc,7.18,533474000,n/a,n/a,Transportation,Marine Transportation
TTC,Toro Company (The),90.71,9732955408.61,n/a,n/a,Capital Goods,Tools/Hardware
TD,Toronto Dominion Bank (The),53.73,97364133000,n/a,n/a,Finance,Commercial Banks
SNPR,Tortoise Acquisition Corp. II,10.45,450656250,n/a,2020,Finance,Business Services
SNPR.U,Tortoise Acquisition Corp. II,n/a,0,n/a,2020,n/a,n/a
SNPR.WS,Tortoise Acquisition Corp. II,n/a,0,n/a,n/a,n/a,n/a
NDP,"Tortoise Energy Independence Fund, Inc.",12.63,23314980,n/a,2012,n/a,n/a
TYG,Tortoise Energy Infrastructure Corporation,19.16,255484019.24,n/a,2004,n/a,n/a
TEAF,Tortoise Essential Assets Income Term Fund,13.04,175922640,n/a,2019,n/a,n/a
NTG,"Tortoise Midstream Energy Fund, Inc.",19.46,123003526.94,n/a,2010,n/a,n/a
TTP,"Tortoise Pipeline & Energy Fund, Inc.",15.15,37937175.6,n/a,2011,n/a,n/a
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",9.99,69443816.67,n/a,2009,n/a,n/a
TOT,Total SE,42.14,110774510226.66,n/a,n/a,Energy,Oil & Gas Production
TOTA,Tottenham Acquisition I Limited,10.857,40283660.802,n/a,2018,Finance,Business Services
TOTAR,Tottenham Acquisition I Limited,0.42,0,n/a,2018,Finance,Business Services
TOTAU,Tottenham Acquisition I Limited,13,0,n/a,2018,Finance,Business Services
TOTAW,Tottenham Acquisition I Limited,0.43,0,n/a,2018,Finance,Business Services
TBLT,"ToughBuilt Industries, Inc.",0.8217,31581162.7461,n/a,2018,Capital Goods,Industrial Machinery/Components
TBLTW,"ToughBuilt Industries, Inc.",0.0872,0,n/a,2018,Capital Goods,Industrial Machinery/Components
TSEM,Tower Semiconductor Ltd.,24.46,2623638793.2,n/a,1994,Technology,Semiconductors
TOWN,Towne Bank,21.75,1580242400.25,n/a,n/a,n/a,n/a
TSQ,"Townsquare Media, Inc.",6.7,127153906.5,n/a,2014,Consumer Services,Broadcasting
TM,Toyota Motor Corp Ltd Ord,134.46,187972341453.18,n/a,n/a,Capital Goods,Auto Manufacturing
TPGY,TPG Pace Beneficial Finance Corp.,9.76,0,n/a,2020,Finance,Business Services
TPGY.U,TPG Pace Beneficial Finance Corp.,n/a,0,n/a,2020,n/a,n/a
TPGY.WS,TPG Pace Beneficial Finance Corp.,n/a,0,n/a,n/a,n/a,n/a
PACE,TPG Pace Tech Opportunities Corp.,10.27,595018125,n/a,2020,Finance,Business Services
PACE.U,TPG Pace Tech Opportunities Corp.,n/a,0,n/a,2020,n/a,n/a
PACE.WS,TPG Pace Tech Opportunities Corp.,n/a,0,n/a,n/a,n/a,n/a
TRTX,"TPG RE Finance Trust, Inc.",10.37,795967611.57,n/a,2017,Consumer Services,Real Estate Investment Trusts
TPIC,"TPI Composites, Inc.",40.23,1437852223.08,n/a,2016,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",10.04,137394920.12,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,140.81,16403998049.14,n/a,1994,Consumer Services,RETAIL: Building Materials
TW,Tradeweb Markets Inc.,59.65,13580656333.65,n/a,2019,Finance,Investment Bankers/Brokers/Service
TT,Trane Technologies plc,146.24,35115868447.04,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
TACT,TransAct Technologies Incorporated,8.44,75359789.4,n/a,1996,Technology,Computer peripheral equipment
TAC,TransAlta Corporation,6.93,1900206000,n/a,n/a,Public Utilities,Electric Utilities: Central
TAT,Transatlantic Petroleum Ltd,0.2639,20144953.4923,n/a,n/a,Energy,Oil & Gas Production
TRNS,"Transcat, Inc.",31.7,235678278.2,n/a,n/a,Capital Goods,Electrical Products
TCI,"Transcontinental Realty Investors, Inc.",26.09,227446541.03,n/a,n/a,Consumer Services,Real Estate Investment Trusts
TDG,Transdigm Group Incorporated,579.19,31528718495.58,n/a,2006,Capital Goods,Military/Government/Technical
TRXC,"TransEnterix, Inc.",0.47,46957831.13,n/a,n/a,Health Care,Medical/Dental Instruments
TGA,TransGlobe Energy Corporation,0.5054,36662762.6834,n/a,n/a,Energy,Oil & Gas Production
TBIO,"Translate Bio, Inc.",22.22,1651430995.94,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TMDX,"TransMedics Group, Inc.",14.87,403881319.05,n/a,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RIG,Transocean Ltd.,1.85,1137954058.7,n/a,n/a,Energy,Oil & Gas Production
TGS,Transportadora De Gas Sa Ord B,5.47,826637416.58,n/a,n/a,Public Utilities,Natural Gas Distribution
TRU,TransUnion,91.09,17334427000,n/a,2015,Finance,Finance: Consumer Services
TA,TravelCenters of America Inc. ,32.54,468497806.38,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America Inc. ,25.68,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America Inc. ,25.44,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America Inc. ,25.58,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,9.45,106883572.95,n/a,n/a,Consumer Services,Advertising
TVTX,"Travere Therapeutics, Inc.",22.93,1170618232.6,n/a,n/a,Health Care,Major Pharmaceuticals
TIG,"Trean Insurance Group, Inc.",14.25,728870143.5,n/a,2020,Finance,Property-Casualty Insurers
TREB,Trebia Acquisition Corp.,10.04,649462500,n/a,2020,Finance,Business Services
TREB.U,Trebia Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
TREB.WS,Trebia Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
TREC,Trecora Resources,6.77,168012396.61,n/a,n/a,Energy,Integrated oil Companies
TG,Tredegar Corporation,15.81,529599712.08,n/a,n/a,Capital Goods,Metal Fabrications
THS,"Treehouse Foods, Inc.",41.13,2324224629.9,n/a,n/a,Consumer Non-Durables,Packaged Foods
TRMT,Tremont Mortgage Trust,4.365,36243703.71,n/a,2017,Consumer Services,Real Estate Investment Trusts
TRVN,"Trevena, Inc.",2.51,394145330.12,n/a,2014,Health Care,Major Pharmaceuticals
TRVI,"Trevi Therapeutics, Inc.",3.05,56061409.5,n/a,2019,Health Care,Major Pharmaceuticals
TREX,"Trex Company, Inc.",74.82,8663197181.7,n/a,n/a,Basic Industries,Forest Products
TY,Tri Continental Corporation,28.93,1540836679.8,n/a,n/a,n/a,n/a
TY^,Tri Continental Corporation,57.715,0,n/a,n/a,Consumer Services,Miscellaneous
TPH,"TRI Pointe Group, Inc.",17.48,2216904391.12,n/a,2013,Capital Goods,Homebuilding
TPCO,Tribune Publishing Company,12.08,441316888.4,n/a,n/a,Consumer Services,Newspapers/Magazines
TCDA,"Tricida, Inc.",7.31,366848695,n/a,2018,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,32.76,975245183.64,n/a,n/a,Finance,Major Banks
TDAC,Trident Acquisitions Corp.,12.2,146006184,n/a,2018,Finance,Business Services
TDACU,Trident Acquisitions Corp.,16.9,0,n/a,2018,Finance,Business Services
TDACW,Trident Acquisitions Corp.,1.74,0,n/a,2018,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,20.13,1785217636.29,n/a,n/a,Health Care,Major Pharmaceuticals
TMQ,Trilogy Metals Inc.,1.93,275998063.54,n/a,n/a,Basic Industries,Precious Metals
TRS,TriMas Corporation,26.73,1155407724.9,n/a,2007,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,59.87,14978015506.93,n/a,1990,Capital Goods,Industrial Machinery/Components
TRNE,Trine Acquisition Corp.,12.88,483241500,n/a,2019,Technology,Computer peripheral equipment
TRNE.U,Trine Acquisition Corp.,n/a,0,n/a,2019,n/a,n/a
TRNE.WS,Trine Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
TNET,"TriNet Group, Inc.",75,4997527200,n/a,2014,Miscellaneous,Business Services
TRIB,Trinity Biotech plc,4.77,114458949.99,23995587,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRN,"Trinity Industries, Inc.",22.85,2608591554.6,n/a,n/a,Capital Goods,Railroads
TPHS,Trinity Place Holdings Inc.,1.36,43754065.52,n/a,n/a,Consumer Services,Building operators
TSE,Trinseo S.A.,37.99,1455408410.97,n/a,2014,Basic Industries,Major Chemicals
TRT,Trio-Tech International,4.0162,14902330.991,n/a,n/a,Technology,Industrial Machinery/Components
TCOM,Trip.com Group Limited,33.59,17566765183.6,522976040,n/a,Miscellaneous,Business Services
TRIP,"TripAdvisor, Inc.",26.1,3511114218.9,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
TPVG,TriplePoint Venture Growth BDC Corp.,12.88,397060801.76,n/a,2014,n/a,n/a
TPVY,TriplePoint Venture Growth BDC Corp.,25.4683,0,n/a,2017,n/a,n/a
GTS,Triple-S Management Corporation,22.41,525071275.02,n/a,2007,Finance,Accident &Health Insurance
TSC,"TriState Capital Holdings, Inc.",14.89,444095098.73,n/a,2013,Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",25.5,747807160.5,n/a,n/a,Finance,Major Banks
TSCBP,"TriState Capital Holdings, Inc.",25.85,0,n/a,n/a,Finance,Major Banks
TRIT,"Triterras, Inc.",11.91,990862799.79,n/a,n/a,Technology,EDP Services
TRITW,"Triterras, Inc.",2.42,0,n/a,n/a,Technology,EDP Services
TRTN,Triton International Limited,45.26,3105158522.76,n/a,2016,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited,27.36,0,n/a,n/a,n/a,n/a
TRTN^B,Triton International Limited,26.99,0,n/a,n/a,n/a,n/a
TRTN^C,Triton International Limited,26.25,0,n/a,n/a,n/a,n/a
TRTN^D,Triton International Limited,25.71,0,n/a,n/a,n/a,n/a
TBK,"Triumph Bancorp, Inc.",45.44,1129255840.64,n/a,2014,Finance,Major Banks
TBKCP,"Triumph Bancorp, Inc.",26.725,0,n/a,n/a,Finance,Major Banks
TGI,"Triumph Group, Inc.",13.17,686297352.69,n/a,1996,Capital Goods,Aerospace
TRVG,trivago N.V.,2.19,116635490.85,53258215,2016,Technology,EDP Services
TROX,Tronox Holdings plc,12.65,1816002109.35,n/a,n/a,Basic Industries,Major Chemicals
TBI,"TrueBlue, Inc.",19.1,677529868.8,n/a,n/a,Technology,Professional Services
TRUE,"TrueCar, Inc.",4.08,424703985.12,n/a,2014,Technology,"Computer Software: Programming, Data Processing"
TFC,Truist Financial Corporation,46.42,62579637560,n/a,n/a,Finance,Major Banks
TFC^F,Truist Financial Corporation,25.48,0,n/a,n/a,n/a,n/a
TFC^G,Truist Financial Corporation,25.24,0,n/a,n/a,n/a,n/a
TFC^H,Truist Financial Corporation,25.59,0,n/a,n/a,n/a,n/a
TFC^I,Truist Financial Corporation,25.79,0,n/a,n/a,n/a,n/a
TFC^O,Truist Financial Corporation,27.52,0,n/a,n/a,n/a,n/a
TFC^R,Truist Financial Corporation,26.6,0,n/a,n/a,n/a,n/a
TRUP,"Trupanion, Inc.",101.38,3975611022.72,n/a,n/a,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,6.07,585346227.99,n/a,n/a,Finance,Major Banks
TRMK,Trustmark Corporation,24.82,1574179212.4,n/a,n/a,Finance,Major Banks
MEDS,"Trxade Group, Inc.",5.8999,47586652.3329,n/a,n/a,Health Care,Other Pharmaceuticals
TSIAU,TS Innovation Acquisitions Corp.,10.075,0,n/a,2020,Finance,Business Services
TNP,Tsakos Energy Navigation Ltd,8.81,165461041.69,n/a,2002,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd,20.7,0,n/a,n/a,n/a,n/a
TNP^E,Tsakos Energy Navigation Ltd,21.25,0,n/a,n/a,n/a,n/a
TNP^F,Tsakos Energy Navigation Ltd,21.7,0,n/a,n/a,n/a,n/a
TSRI,"TSR, Inc.",7.2499,14224753.2938,n/a,n/a,Technology,EDP Services
TTEC,"TTEC Holdings, Inc.",67.66,3162103496.68,n/a,1996,Technology,Professional Services
TTMI,"TTM Technologies, Inc.",13.06,1394047072.16,n/a,2000,Technology,Electrical Products
TC,TuanChe Limited,3.6,11670368.4,3241769,2018,Miscellaneous,Business Services
TCX,Tucows Inc.,72.5,768954357.5,n/a,n/a,Technology,EDP Services
TUFN,Tufin Software Technologies Ltd.,7.79,278857204.43,n/a,2019,Technology,EDP Services
TOUR,Tuniu Corporation,2.82,100423214.58,35611069,2014,Consumer Services,Transportation Services
TUP,Tupperware Brands Corporation,33.65,1654739725.85,n/a,n/a,Consumer Non-Durables,Plastic Products
TKC,Turkcell Iletisim Hizmetleri AS,4.88,4261423287.76,n/a,n/a,Public Utilities,Telecommunications Equipment
TMPMU,Turmeric Acquisition Corp.,10.02,0,n/a,2020,Finance,Business Services
TPB,"Turning Point Brands, Inc.",39.02,747782401.6,n/a,2016,Consumer Non-Durables,Tobacco
TPTX,"Turning Point Therapeutics, Inc.",106.5,5130365605.5,n/a,2019,Health Care,Major Pharmaceuticals
TRQ,Turquoise Hill Resources Ltd.,9.68,1947920242.4,n/a,n/a,Basic Industries,Precious Metals
HEAR,Turtle Beach Corporation,18.69,283855795.44,n/a,n/a,Capital Goods,Telecommunications Equipment
THCB,Tuscan Holdings Corp.,12.91,458137170,n/a,2019,Finance,Business Services
THCBU,Tuscan Holdings Corp.,14.919,0,n/a,2019,Finance,Business Services
THCBW,Tuscan Holdings Corp.,2.24,0,n/a,2019,Finance,Business Services
THCA,Tuscan Holdings Corp. II,10.2,224272500,n/a,2019,Finance,Business Services
THCAU,Tuscan Holdings Corp. II,10.99,0,n/a,2019,Finance,Business Services
THCAW,Tuscan Holdings Corp. II,0.89,0,n/a,2019,Finance,Business Services
TPC,Tutor Perini Corporation,13.52,687183811.6,n/a,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TWCT,TWC Tech Holdings II Corp.,9.96,747000000,n/a,2020,Finance,Business Services
TWCTU,TWC Tech Holdings II Corp.,10.215,0,n/a,2020,Finance,Business Services
TWCTW,TWC Tech Holdings II Corp.,1.19,0,n/a,2020,Finance,Business Services
TWLO,Twilio Inc.,320.09,51368599196.33,n/a,2016,Technology,Computer Software: Prepackaged Software
TWIN,"Twin Disc, Incorporated",6.15,83440740,n/a,n/a,Technology,Industrial Machinery/Components
TWST,Twist Bioscience Corporation,111.74,5045341579.14,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TWTR,"Twitter, Inc.",46.51,36991709477.41,n/a,2013,Technology,"Computer Software: Programming, Data Processing"
TWO,Two Harbors Investments Corp,6.24,1707886552.32,n/a,n/a,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp,24.22,0,n/a,n/a,n/a,n/a
TWO^B,Two Harbors Investments Corp,23.3,0,n/a,n/a,n/a,n/a
TWO^C,Two Harbors Investments Corp,21.7,0,n/a,n/a,n/a,n/a
TWO^D,Two Harbors Investments Corp,23.96,0,n/a,n/a,n/a,n/a
TWO^E,Two Harbors Investments Corp,23.61,0,n/a,n/a,n/a,n/a
TYL,"Tyler Technologies, Inc.",427.6,17243794412.8,n/a,n/a,Technology,Computer Software: Prepackaged Software
TYME,"Tyme Technologies, Inc.",1.05,136681063.05,n/a,n/a,Health Care,Major Pharmaceuticals
TSN,"Tyson Foods, Inc.",65.2,23741685390.8,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish
USCR,"U S Concrete, Inc.",35.48,591654013.4,n/a,n/a,Capital Goods,Building Materials
USB,U.S. Bancorp,43.21,65093199547.94,n/a,n/a,Finance,Major Banks
USB^A,U.S. Bancorp,900.5,0,n/a,n/a,Finance,Major Banks
USB^H,U.S. Bancorp,23.52,0,n/a,n/a,n/a,n/a
USB^M,U.S. Bancorp,26.79,0,n/a,n/a,n/a,n/a
USB^O,U.S. Bancorp,25.53,0,n/a,n/a,n/a,n/a
USB^P,U.S. Bancorp,28.19,0,n/a,n/a,n/a,n/a
USB^Q,U.S. Bancorp,24.84,0,n/a,n/a,n/a,n/a
USEG,U.S. Energy Corp.,4.04,11779242.16,n/a,n/a,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",4.15,62609734.45,n/a,n/a,Finance,Investment Managers
USAU,U.S. Gold Corp.,11.04,40296000,n/a,n/a,n/a,n/a
USPH,"U.S. Physical Therapy, Inc.",106.22,1364964177,n/a,1992,Health Care,Medical/Nursing Services
SLCA,"U.S. Silica Holdings, Inc.",4.32,319463904.96,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USWS,"U.S. Well Services, Inc.",0.4041,29931401.7054,n/a,2017,Energy,Oilfield Services/Equipment
USWSW,"U.S. Well Services, Inc.",0.0277,0,n/a,2017,Energy,Oilfield Services/Equipment
USX,"U.S. Xpress Enterprises, Inc.",7.5,371874705,n/a,2018,Transportation,Trucking Freight/Courier Services
UBER,"Uber Technologies, Inc.",49.66,87588723746.68,n/a,2019,Miscellaneous,Business Services
UI,Ubiquiti Inc.,248.11,15578322492.37,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
UBS,UBS AG,14.14,50733527933.76,n/a,2014,Finance,Major Banks
UCL,uCloudlink Group Inc.,13,26130000,2010000,2020,Consumer Services,Telecommunications Equipment
UK,Ucommune International Ltd ,7.07,526157693.11,n/a,2019,Miscellaneous,Business Services
UKOMW,Ucommune International Ltd ,0.2101,0,n/a,2019,Miscellaneous,Business Services
UDR,"UDR, Inc.",38.47,11328703228.06,n/a,n/a,Consumer Services,Real Estate Investment Trusts
UFPI,"UFP Industries, Inc.",53.65,3282663021.4,n/a,1993,Basic Industries,Forest Products
UFPT,"UFP Technologies, Inc.",44.07,330295130.88,n/a,1993,Health Care,Medical/Dental Instruments
UGI,UGI Corporation,35.48,7394787298.24,n/a,n/a,Public Utilities,Natural Gas Distribution
ULTA,"Ulta Beauty, Inc.",275.4,15511382841.6,n/a,2007,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",31.64,1281420000,n/a,2004,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,118.54,7842108294.92,n/a,2014,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,6.75,107514371.25,n/a,1992,Miscellaneous,Industrial Machinery/Components
UGP,Ultrapar Participacoes S.A.,3.78,4112765118,n/a,n/a,Public Utilities,Oil/Gas Transmission
UMBF,UMB Financial Corporation,68.01,3266578788.6,n/a,n/a,Finance,Major Banks
UMH,"UMH Properties, Inc.",14.33,597697407.27,n/a,n/a,Consumer Services,Real Estate Investment Trusts
UMH^C,"UMH Properties, Inc.",25.25,0,n/a,n/a,n/a,n/a
UMH^D,"UMH Properties, Inc.",24.74,0,n/a,n/a,n/a,n/a
UMPQ,Umpqua Holdings Corporation,13.89,3058930569.87,n/a,n/a,Finance,Savings Institutions
UA,"Under Armour, Inc.",14.55,6615421116.9,n/a,2016,Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",16.57,7533850715.26,n/a,n/a,Consumer Non-Durables,Apparel
UNAM,Unico American Corporation,4.9623,26325557.2776,n/a,n/a,Finance,Property-Casualty Insurers
UFI,"Unifi, Inc.",15.14,279392742.44,n/a,n/a,Consumer Non-Durables,Textiles
UNF,Unifirst Corporation,184.88,3493743547.04,n/a,n/a,Consumer Services,Other Consumer Services
UL,Unilever PLC,61.06,160056578000,n/a,n/a,Basic Industries,Package Goods/Cosmetics
LATN,Union Acquisition Corp. II,10.05,251250000,n/a,2019,Finance,Business Services
LATNU,Union Acquisition Corp. II,10.57,0,n/a,2019,Finance,Business Services
LATNW,Union Acquisition Corp. II,0.6867,0,n/a,2019,Finance,Business Services
UNB,"Union Bankshares, Inc.",26.46,118416808.44,n/a,n/a,Finance,Major Banks
UNP,Union Pacific Corporation,204.08,137523157969.2,n/a,n/a,Transportation,Railroads
UFAB,"Unique Fabricating, Inc.",4.69,45864199.43,n/a,2015,Capital Goods,Auto Parts:O.E.M.
QURE,uniQure N.V.,48.08,2139374459.28,n/a,2014,Health Care,Major Pharmaceuticals
UIS,Unisys Corporation,14.58,919091882.16,n/a,n/a,Technology,EDP Services
UAL,"United Airlines Holdings, Inc.",45.05,13184438912.55,n/a,n/a,Transportation,Air Freight/Delivery Services
UBCP,"United Bancorp, Inc.",12.94,77333981.94,n/a,n/a,Finance,Major Banks
UBOH,"United Bancshares, Inc.",24.3693,79727844.7143,n/a,n/a,Finance,Major Banks
UBSI,"United Bankshares, Inc.",29.28,3799441549.44,n/a,n/a,Finance,Major Banks
UCBI,"United Community Banks, Inc.",23.91,2071089436.29,n/a,n/a,Finance,Major Banks
UCBIO,"United Community Banks, Inc.",26.77,0,n/a,n/a,Finance,Major Banks
UFCS,"United Fire Group, Inc",21.87,547433087.58,n/a,n/a,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,4.43,190846216.3,n/a,n/a,Finance,Property-Casualty Insurers
UMC,United Microelectronics Corporation,7.13,17713772000,n/a,n/a,Technology,Semiconductors
UNFI,"United Natural Foods, Inc.",17.25,966821721,n/a,2019,Consumer Non-Durables,Food Distributors
UNFI,"United Natural Foods, Inc.",17.25,966821721,n/a,2019,Consumer Non-Durables,Food Distributors
UPS,"United Parcel Service, Inc.",171.07,147872562951.81,n/a,1999,Transportation,Trucking Freight/Courier Services
URI,"United Rentals, Inc.",226.98,16373572504.38,n/a,1997,Technology,Diversified Commercial Services
UBFO,United Security Bancshares,7.05,119689534.95,n/a,n/a,Finance,Major Banks
UAMY,United States Antimony Corporation,0.412,31291299.884,n/a,n/a,Capital Goods,Metal Fabrications
USM,United States Cellular Corporation,31.35,2697212925,n/a,1988,Public Utilities,Telecommunications Equipment
